ID	Text	Pronoun	Pronoun_offset	A	A-offset	A-coref	B	B-offset	B-coref	URL
development-1851	[CLS] Another personality emerges in Season 3 , that of Tara ' s previously unknown half - brother Bryce . Tara is supported by her husband Max , daughter Kate , and son Marshall . Her sister , Cha ##rma ##ine , is initially not very supportive of Tara , expressing doubts about the validity of her sister ' s disorder , though she becomes increasingly more understanding and re ##ceptive as the series progresses . [SEP]	her	56:57	Cha ##rma ##ine ,	38:42	TRUE	Tara ,	48:50	FALSE	http://en.wikipedia.org/wiki/dummy
development-1852	[CLS] Due to the collapse of her father ' s salt mining business , the family moved again , this time to Pueblo , Colorado where he entered the metal mining business . He died shortly after the move , when Brooks was 19 . In 1890 , with the aim of becoming a teacher , Brooks enrolled at Pueblo Normal School , which was followed by a one - year stay at Welles ##ley College . In 1887 , encouraged by her sister , Alt ##hea Brooks Small , Non ##a Brooks attended classes taught by Kate Bingham , proponent of the New Thought philosophy . [SEP]	her	82:83	Alt ##hea Brooks Small ,	85:90	FALSE	Non ##a Brooks	90:93	TRUE	http://en.wikipedia.org/wiki/dummy
development-1853	[CLS] Al ##mir ##a Hart Lincoln Phelps was born on July 15 , 1793 , in Berlin , Connecticut . Phelps was the youngest child in her family , growing up in an intellectual , independently thinking , and religious environment . One of Phelps ' s most inspiration ##al mentor ##s of her life was her older sister Emma Willard . While living with her sister , Phelps was also mentor ##ed by John Willard and three of his fellow students who also came to live in the Willard household . [SEP]	her	65:66	Emma Willard .	59:62	FALSE	Phelps	68:69	TRUE	http://en.wikipedia.org/wiki/dummy
development-1854	[CLS] Immediately hitting the black ##jack tables , he begins to blow all his money , resulting in them breaking off in their own directions . While he tries to regain his money through the help of his cousin - in - law , Eddie , Ellen becomes in ##fa ##tuated with Wayne Newton as Rusty wins big at the dice tables and Audrey turns to go - go dancing with her cousin , Vic ##ki . [SEP]	her	71:72	Ellen	46:47	FALSE	Audrey	63:64	TRUE	http://en.wikipedia.org/wiki/dummy
development-1855	[CLS] Ra ##g ##land said that The Forum managers should have ensured that attendant ##s were ` ` more closely monitored ' ' . P ##sy ##cho ##logist Margaret Singer , author of C ##ult ##s in Our Mid ##st , appeared before the court as an expert witness in the case . In her testimony , Singer asserted that N ##ey ' s attendance at The Forum was tied to her mental breakdown . [SEP]	her	71:72	Singer	57:58	FALSE	N ##ey '	60:63	TRUE	http://en.wikipedia.org/wiki/dummy
development-1856	[CLS] Johnson was born in Men ##do ##ta , Illinois , to George C . Johnson , a successful farmer , and his wife , Hanna . She attended Saint Mary ' s College in South Bend , Indiana , from 1882 to 1884 , graduating at the top of her class . Afterward , she worked as a teacher , but found it un ##ful ##fill ##ing . While spending the summer with her sister , Mary Walker , in Monroe City , Missouri , in 1890 , Johnson answered a newspaper ad for an assistant at R ##ip ##pe ##y ' s photography studio . [SEP]	her	74:75	Mary Walker ,	77:80	FALSE	Johnson	89:90	TRUE	http://en.wikipedia.org/wiki/dummy
development-1857	[CLS] Johnson was born in Men ##do ##ta , Illinois , to George C . Johnson , a successful farmer , and his wife , Hanna . She attended Saint Mary ' s College in South Bend , Indiana , from 1882 to 1884 , graduating at the top of her class . [SEP]	She	27:28	Johnson ,	15:17	FALSE	Hanna .	25:27	FALSE	http://en.wikipedia.org/wiki/dummy
development-1858	[CLS] One More Dr ##ift ##er in the Snow is the sixth album and first Christmas album by Ai ##mee Mann , released by Super ##E ##go Records in the United States on October 31 , 2006 ( see 2006 in music ) . It was produced by Paul Bryan and comprises covers of ` ` standard great Christmas classics ' ' and two original compositions : ` ` Christmas ##time ' ' , written by Mann ' s husband Michael Penn , and ` ` Calling on Mary ' ' . Grant - Lee Phillips sings with her on the track ` ` You ' re a Mean One , Mr . G ##rin ##ch ' ' . [SEP]	her	98:99	Mann '	76:78	TRUE	Mary '	88:90	FALSE	http://en.wikipedia.org/wiki/dummy
development-1859	[CLS] Vivian ' s younger brother Rick ##ey ( Eli Marie ##nt ##hal ) simply as ##pire ##s to get attention . Vivian and Rita are close and speak sometimes in their own invented language . Vivian learns that Rita has no desire to attend nursing school and also has no clue as to what to do with her life . [SEP]	her	58:59	Vivian	36:37	FALSE	Rita	39:40	TRUE	http://en.wikipedia.org/wiki/dummy
development-1860	[CLS] Un ##ique as a third single released from a Helen Reddy album - the first single from the No Way to T ##rea ##t a Lady album : ` ` Blue ##bird ' ' , had had an abbreviated release - ` ` Somewhere in the Night ' ' hit # 2 at Easy Listen ##ing radio and # 19 on the Billboard Hot 100 in early 1976 : Reddy would have one subsequent single reach the Top 20 that being ` ` You ' re My World ' ' in 1977 . ` ` Somewhere in the Night ' ' would also reach # 27 in New Zealand in February 1976 , afford ##ing Reddy her final hit in that territory . . . . [SEP]	her	117:118	Helen Reddy	10:12	TRUE	Lady	26:27	FALSE	http://en.wikipedia.org/wiki/dummy
development-1861	[CLS] Wait ##es shows that he ' s not happy with the flaming gown situation , Casey lets Jack take the blame . Meanwhile Hank tries to find a romantic way to re - propose to Gina , and he settle ##s on a bar ##bers ##hop quartet . . . but Gina ' s taken a leave of absence and disappeared . And Julie points out to Annie , that she would rather ` ` swing ' ' like a gate than confront Casey . [SEP]	she	71:72	Julie	64:65	TRUE	Annie ,	68:70	FALSE	http://en.wikipedia.org/wiki/dummy
development-1862	[CLS] In 1985 , he co - starred with Gee ##na Davis in the TV show Sara , playing her next - door neighbor Stuart Webber . [SEP]	her	19:20	Gee ##na Davis	9:12	TRUE	Sara ,	16:18	FALSE	http://en.wikipedia.org/wiki/dummy
development-1863	[CLS] In 1808 he was appointed chief judge to the state ' s supreme court , the Maryland Court of Appeals , for the third district . He served on that court until he resigned for health reasons in 1826 . Chase had married He ##ster Baldwin on June 24 , 1779 . They remained together until her death in 1823 and had five children : Richard , Frances , He ##ster , Matilda , and Catherine . [SEP]	her	57:58	Frances ,	68:70	FALSE	He ##ster ,	70:73	FALSE	http://en.wikipedia.org/wiki/dummy
development-1864	[CLS] On the February 5 edition of Raw , Mel ##ina was unsuccessful in her title match against Mick ##ie James . The following week on Raw , Mel ##ina pinned James in a mixed tag team match and was granted a rematch for the title . On February 19 , as part of her first major singles push , Mel ##ina successfully pinned James to win the WWE Women ' s Championship . [SEP]	her	54:55	Mel ##ina	60:62	TRUE	James	64:65	FALSE	http://en.wikipedia.org/wiki/dummy
development-1865	[CLS] Harriet Candace ` ` Rose ' ' Clark was born in 1852 in La Port , Indiana . She was trained as a painter and taught painting and drawing in the 1880s at Saint Margaret ' s School in Buffalo , New York . One of her students was Mabel Dodge Lu ##han , and Clark later designed and restored Lu ##han ' s villa in Florence , Italy . Beginning in 1890 she became active as a photographer and worked independently until 1898 . [SEP]	she	74:75	Clark	56:57	TRUE	Lu ##han '	61:64	FALSE	http://en.wikipedia.org/wiki/dummy
development-1866	[CLS] I didn ' t discover women until I was married , and then it was too late . ' ' O ' Neal had custody of Ta ##tum and Griffin due to his first wife ' s drug and alcohol issues . He had romance ##s with Ursula Andre ##ss , Bianca J ##agger , An ##ou ##k Ai ##mee , Jacqueline B ##isse ##t , Bar ##bra St ##reis ##and , Diana Ross , and An ##je ##lica Hu ##ston . In her 2014 memoir , Hu ##ston claimed that O ' Neal physically abused her . [SEP]	her	84:85	Diana Ross ,	73:76	FALSE	An ##je ##lica Hu ##ston .	77:83	TRUE	http://en.wikipedia.org/wiki/dummy
development-1867	[CLS] They had to love music , hanging around in tracks ##uit ##s and most important , they had to look as if they could be twins . And for Clyde , we needed someone who looked as though he ' d been a boxer but also seemed thoughtful . ' ' Writer Kate Lock has suggested that ` ` Hat ##tie was an intelligent girl with a promising future . ' ' Of her dem ##ean ##our upon her introduction , author Rupert Smith has sur ##mise ##d that of the Tavern ##iers , only Hat ##tie seemed to be a happy child , but added that ` ` her time would come ' ' , later refer ##encing Hat ##tie ' s mi ##s ##fort ##une with men as evidence of his classification of her as an ` ` eternal victim ' ' . [SEP]	her	74:75	Kate Lock	53:55	FALSE	Hat ##tie	60:62	TRUE	http://en.wikipedia.org/wiki/dummy
development-1868	[CLS] Young directed the music videos for ` ` Everyone You Ever K ##ne ##w ( Is Coming Back To Ha ##unt You ) ' ' , ` ` Nashville High ' ' and edited Carmen ' s ` ` Mimi ##c the Rain ' ' clip . Carmen co - composed the score for Young ' s short film The Rose of Ba Z ##iz ( 2007 ) as well as appeared in it . Carmen cites close family friend , Australian soul singer Wendy Sad ##dington , as a major influence , after watching hundreds of performances she gave accompanied by Peter Head since the 1980s . [SEP]	she	99:100	Carmen	76:77	FALSE	Wendy Sad ##dington ,	85:89	TRUE	http://en.wikipedia.org/wiki/dummy
development-1869	[CLS] Her mother gave different ages for Pauline depending on the requirements of the role , leaving her confused about her actual age , which she only learned in 1998 . C ##urley ' s first motion picture was Tang ##led Relations ( 1912 ) . She played one of the children in a movie which starred Florence Lawrence and Owen Moore . For an audition for The Straight Road in 1914 , Pauline was dressed as a boy to land a part as an orphan ; a variety of such roles followed , ` ` corner ##ing the market in orphan ##s and wa ##if ##s ' ' . In 1915 she played the ing ##en ##ue Claudia Fr ##aw ##ley in Life Without Soul , an adaptation of Mary Shelley ' s Frankenstein . [SEP]	she	112:113	Pauline	73:74	TRUE	Claudia Fr ##aw ##ley	118:122	FALSE	http://en.wikipedia.org/wiki/dummy
development-1870	[CLS] As well he reported that she ` ` admitted to Be ##rs ##ih receiving some money from two US organisations - - the National Democratic Institute ( N ##DI ) and Open Society Institute ( OS ##I ) - - for other projects , which she stressed were unrelated to the July 9 march . ' ' It is believed that former US ambassador to Malaysia had lo ##bb ##ied strongly the Neo Con ##s including Al Gore , Paul Wolf ##ow ##itz and Madeline Al ##bright to award Sr ##een ##eva ##san the ' Woman of Courage ' award from Hillary Clinton and First Lady Michelle Obama . She is a member of the Malaysian Intel ##lect ##ual Property Association , the International Association for the Protection of Intel ##lect ##ual Property ( AI ##PP ##I ) , as well as the Asian Patent Attorney ##s Association ( AP ##PA ) . [SEP]	She	110:111	Hillary Clinton	102:104	FALSE	Michelle Obama .	107:110	FALSE	http://en.wikipedia.org/wiki/dummy
development-1871	[CLS] Governor Bull ##ock and his lieutenant governor , John Walsh , were sworn in on January 7 , 2013 . Bull ##ock later appointed Walsh to become the new Senator from Montana to replace Max Ba ##uc ##us , who ' d been appointed Ambassador to China . Bull ##ock then appointed Angela McLean to replace Walsh as lieutenant governor . In November 2015 , McLean announced her resignation as lieutenant governor , effective upon the appointment of her successor , in order to accept the position of director of American Indian and minority achievement in the office of the state commissioner of higher education . [SEP]	her	68:69	Angela McLean	53:55	TRUE	Walsh	57:58	FALSE	http://en.wikipedia.org/wiki/dummy
development-1872	[CLS] Je ##mi ##ma Shore is a fictional character created by Anton ##ia Fraser , and is portrayed as TV ' s con ##su ##mma ##tel ##y professional investigative journalist . She is featured in a series of crime novels . [SEP]	She	31:32	Je ##mi ##ma Shore	1:5	TRUE	Anton ##ia Fraser ,	11:15	FALSE	http://en.wikipedia.org/wiki/dummy
development-1873	[CLS] In May 2013 , ` ` Fire Start ##er ' ' , a song co - written with Lin ##dy Robbins and Julia Michaels , was released on the fourth studio album by De ##mi Lo ##vat ##o , on Hollywood Records . The album debuted at number three on the US Billboard 200 with first - week sales of 110 , 000 copies , becoming her best - selling debut week of her career . [SEP]	her	67:68	Julia Michaels ,	23:26	FALSE	De ##mi Lo ##vat ##o ,	34:40	TRUE	http://en.wikipedia.org/wiki/dummy
development-1874	[CLS] The novel is set in Bath , Somerset and centres on two main characters : Miss Abigail Wen ##do ##ver and Mr Miles Cal ##ver ##leigh When attempting to en ##list Miles ' help in preventing a clan ##destine marriage between his nephew , Stacey , and her niece , Fanny , Abigail finds herself attracted to the black sheep of the Cal ##ver ##leigh family . [SEP]	her	48:49	Abigail Wen ##do ##ver	17:21	FALSE	Stacey ,	45:47	TRUE	http://en.wikipedia.org/wiki/dummy
development-1875	[CLS] On 7 August , Gill ##ard was questioned by former Labor leader turned Channel Nine reporter Mark La ##tham . Labor ' s campaign was damaged by a series of leak ##s apparently em ##ana ##ting from a person or persons connected to the R ##udd Government ' s inner Cabinet circle . On 15 July , at her National Press Club address , Gill ##ard was q ##uiz ##zed by Channel Nine journalist Laurie Oak ##es on details of her discussions with R ##udd during her leadership challenge . [SEP]	her	59:60	Gill ##ard	65:67	TRUE	Laurie Oak ##es	75:78	FALSE	http://en.wikipedia.org/wiki/dummy
development-1876	[CLS] It was founded in Chicago in 1954 , under the name ' L ##yric Theatre of Chicago ' by Carol Fox , Nico ##l * Re ##s ##ci ##gno and Lawrence Kelly , with a season that included Maria Call ##as ' s American debut in Norma . The company was re - organized by Fox in 1956 under its present name and , after her 1981 departure , it has continued to be of one of the major opera companies in the United States . [SEP]	her	66:67	Carol Fox ,	20:23	TRUE	Maria Call ##as '	39:43	FALSE	http://en.wikipedia.org/wiki/dummy
development-1877	[CLS] Marcus has two daughters , Karen and De ##bra , and one grand child , Isaac . Karen Singer is Principal and Artistic Director of Karen Singer T ##ile ##works . De ##bra Singer is a photographer / designer focused on environmental advocacy . One of his closest friends was Claudia Card , Emma Goldman Professor of Philosophy , U ##W Madison , who he mentor ##ed since her undergraduate years at U ##W . [SEP]	her	69:70	Claudia Card ,	51:54	TRUE	Emma Goldman	54:56	FALSE	http://en.wikipedia.org/wiki/dummy
development-1878	[CLS] Reaching the fourth round , she defeated Paraguay ' s Ross ##ana de los R * o ##s in three sets , 4 - - 6 , 6 - - 0 , 6 - - 4 . It was the first time in French Open history that two qualifiers met in the fourth round . In the quarterfinals , Mar ##rer ##o was defeated by eventual runner - up Con ##chi ##ta Mart * ne ##z , 7 - - 6 ( 5 ) , 6 - - 1 . At the 2001 French Open , she lost in the third round to Kim C ##li ##j ##sters , who finished runner - up . [SEP]	she	97:98	Mar ##rer ##o	60:63	TRUE	Con ##chi ##ta Mart * ne ##z ,	70:78	FALSE	http://en.wikipedia.org/wiki/dummy
development-1879	[CLS] Born Sophie Lewis Hutchinson on 24 August 1888 in Have ##rf ##ord , Philadelphia , to Sydney P ##em ##berto ##n Hutchinson and Amy Lewis , she enjoyed a g ##ente ##el childhood with na ##nn ##ies and domestic staff . [SEP]	she	27:28	Sophie Lewis Hutchinson	2:5	TRUE	Amy Lewis ,	24:27	FALSE	http://en.wikipedia.org/wiki/dummy
development-1880	[CLS] At the time , Flags ##tad had just met her soon to be second husband and had even briefly considered giving up opera altogether . Then , in the summer of 1934 , when the Met needed a replacement for Fr ##ida Le ##ider , Flags ##tad agreed to audition for conductor Art ##ur Bo ##dan ##z ##ky and Met general manager G ##iu ##lio G ##att ##i - Casa ##zza in St Mo ##ritz in August 1934 , and she was engaged immediately . [SEP]	she	81:82	Fr ##ida Le ##ider ,	41:46	FALSE	Flags ##tad	46:48	TRUE	http://en.wikipedia.org/wiki/dummy
development-1881	[CLS] Though Flags ##tad was not interested in star ##dom or Hollywood contracts per se , she did make trips to Hollywood during the late 1930s for publicity photo shoots , public appearances , concerts at the Hollywood Bowl , and she filmed a rendition of B ##r * n ##nh ##ilde ' s Battle Cry from Die Walk * re for the Hollywood variety show anthology The Big Broadcast of 1938 , in which she was introduced to American film audiences by Bob Hope . Flags ##tad and Son ##ja He ##nie are the only two Norwegian ##s to have their own stars on Hollywood ' s ` ` Walk of Fame ' ' . Her career at the Met , however , was not without its ups - and - down ##s . [SEP]	Her	116:117	Flags ##tad	86:88	TRUE	Son ##ja He ##nie	89:93	FALSE	http://en.wikipedia.org/wiki/dummy
development-1882	[CLS] In one episode , He ##l ##ga believed she had lost contact with her emotions and simply responded casually to Brain ##y and left , he became nervous and ended up punching himself , suggesting that Brain ##y is used to being injured by He ##l ##ga . He ##l ##ga is very en ##vious of Lila Sawyer , who is the object of Arnold ' s affection ##s in season 3 ' s ` ` Arnold & Lila ' ' and onwards . Unlike He ##l ##ga , Lila displays in ##dis ##c ##rim ##inating compassion , wit , and s ##ty ##lish ##nes . However , she was able to figure out that He ##l ##ga was in love with Arnold during the play of Romeo & Juliet , where she noticed He ##l ##ga desperately wanted to play Juliet when Arnold was selected to play Romeo . [SEP]	she	109:110	He ##l ##ga ,	86:90	FALSE	Lila	90:91	TRUE	http://en.wikipedia.org/wiki/dummy
development-1883	[CLS] Although Bert ##ha financed the development process , and would hold patent rights under modern law , as a married woman she was not allowed to apply for the patent . Together they had five children : E ##ugen ( 1873 ) , Richard ( 1874 ) , Clara ( 1877 ) , T ##hil ##de ( 1882 ) , and Ellen ( 1890 ) . In August 1888 , without telling her husband and without permission of the authorities , 39 - year - old Bert ##ha Benz drove with her sons Richard and E ##ugen , thirteen and fifteen years old , in the newly constructed Patent Motor ##wa ##gen automobile - - from Mann ##heim to P ##fo ##rz ##heim - - becoming the first person to drive an automobile over a real distance . [SEP]	her	73:74	Ellen	62:63	FALSE	Bert ##ha Benz	87:90	TRUE	http://en.wikipedia.org/wiki/dummy
development-1884	[CLS] Lily Elise ( born February 20 , 1991 ) is a singer , songwriter from Berkeley , California . Elise has worked with artists such as Dillon Francis , Twin Shadow , Felix Car ##tal , Au ##dra Mae , G ##igi Ra ##dic ##s , Markus Fe ##eh ##ily and Hayden Pan ##etti ##ere . On November 4 , 2014 , she released the lead single ` ` Gene ##rator , ' ' from her debut EP Take ##n . [SEP]	she	63:64	Elise	20:21	TRUE	Au ##dra Mae ,	37:41	FALSE	http://en.wikipedia.org/wiki/dummy
development-1885	[CLS] Van ##ith ##a is born to G ##ane ##shan and Kamal ##a as the youngest of four children at T ##ir ##uchi ##rap ##pal ##li , Tamil Nadu . Her father is from Man ##jer ##i , Kerala , whose paternal ancestors originally hail ##s from Tamil Nadu and her mother is from T ##ir ##uchi ##rap ##pal ##li . [SEP]	Her	30:31	Van ##ith ##a	1:4	TRUE	Kamal ##a	11:13	FALSE	http://en.wikipedia.org/wiki/dummy
development-1886	[CLS] O ##ster ##man threw 6 no - hitter ##s ( an NCAA top - 5 season record ) and three more perfect games ( another NCAA top - 3 and Junior Class season tying record ) while setting a career best W ##H ##IP . O ##ster ##man was and is still the only pitcher to have two three perfect game seasons , including 2002 . On February 27 , O ##ster ##man combined with An ##je ##lica Se ##lde ##n of the UCLA Bruins to strike out 31 batter ##s in an 8 - inning win for the Long ##horn ##s . She also struck out 20 or more batter ##s in four separate games , one of which came on March 17 vs . the No . 1 Arizona Wildcats ; [SEP]	She	104:105	O ##ster ##man	71:74	TRUE	An ##je ##lica Se ##lde ##n	76:82	FALSE	http://en.wikipedia.org/wiki/dummy
development-1887	[CLS] Katherine Cross of G ##ama ##su ##tra , whilst not giving a final score , praised Jill ' s character as not being a traditional protagonist or ` ` in control of much ' ' in her world , the setting , as well as the ` ` delight ##fully colorful ' ' cast ; and that VA - 11 H ##AL ##L - A successfully ` ` make ( s ) magic out of the m ##unda ##ne . ' ' [SEP]	her	37:38	Katherine Cross	1:3	FALSE	Jill '	17:19	TRUE	http://en.wikipedia.org/wiki/dummy
development-1888	[CLS] Janet was the daughter of stock ##bro ##ker Hugh Dudley Au ##chin ##c ##loss , Jr . ( 1897 - - 1976 ) and social ##ite Janet Au ##chin ##c ##loss ( 1907 - - 1989 ) . Her younger brother is James Lee Au ##chin ##c ##loss ( born 1947 ) . [SEP]	Her	39:40	Janet	1:2	TRUE	Janet Au ##chin ##c ##loss	27:32	FALSE	http://en.wikipedia.org/wiki/dummy
development-1889	[CLS] Johnny , enraged at being betrayed and de ##ceived again by L ##y ##ja , broke things off with her again . However , still in love with Johnny , L ##y ##ja stalked him while as a human , Laura Green . Johnny was initially interested in a fellow college student but when he realized nothing was going to material ##ize with her his focus shifted to Laura / L ##y ##ja . [SEP]	her	64:65	L ##y ##ja	31:34	TRUE	Laura Green .	41:44	FALSE	http://en.wikipedia.org/wiki/dummy
development-1890	[CLS] The two reconcile after that , but a N ##eg ##ative Zone creature attacks them . They manage to defeat the creature , but L ##y ##ja passes out from her injuries . A bit later , when the ` ` new ' ' Fantastic Four fly off to the prison , Franklin and Vale ##ria are grabbed by N ##eg ##ative Zone creatures , but L ##y ##ja saves them . She tells Johnny that she was working in a book store when a S ##k ##ru ##ll approached her , telling her to join them . [SEP]	She	73:74	Vale ##ria	55:57	FALSE	L ##y ##ja	67:70	TRUE	http://en.wikipedia.org/wiki/dummy
development-1891	[CLS] We ' re getting a lot of press for our gay storyline and we like that , but it ' s nice to think we ' ll soon see the day when this is no longer a big deal . Meanwhile , on the heels of the announcement of the pending gay storyline in June 2009 , Ma ##uce ##ri was replaced as long - running character Carlo ##tta Vega . According to Michael Logan of TV Guide , based on her religious beliefs Ma ##uce ##ri had taken issue with upcoming scenes that would have Carlo ##tta finding a book called How To Tell Your Parents That You ' re Gay . [SEP]	her	82:83	Ma ##uce ##ri	85:88	TRUE	Carlo ##tta	97:99	FALSE	http://en.wikipedia.org/wiki/dummy
development-1892	[CLS] She was the first female leader of a political party with representation in the Canadian House of Commons , as well as the first female federal political party leader to represent an electoral district in a Canadian territory . McLaughlin was born as Audrey Mar ##lene Brown in Du ##tton , Ontario , the daughter of Margaret Clark and William Brown , of Scottish and English descent . She worked as a social worker in Toronto , Ontario and in Ghana . [SEP]	She	69:70	Audrey Mar ##lene Brown	44:48	TRUE	Margaret Clark	57:59	FALSE	http://en.wikipedia.org/wiki/dummy
development-1893	[CLS] A month after her ordination Brown traveled as a delegate to the World ' s Te ##mper ##ance Convention in New York City , where despite representing two temper ##ance organizations , she was denied a chance to speak by the organizers . In the words of Carol Las ##ser and Mar ##lene De ##ahl Merrill , Brown again ` ` faced the difficulties of combining essentially conservative causes with women ' s right ' s work ' ' at the Te ##mper ##ance Conference This tension also manifest ##ed itself within her , and after a year she decided to leave South Butler ; and unfortunately , even Luther Lee ' s un ##qualified support of Antoine ##tte was not enough to provide her with a sustainable lifestyle there . [SEP]	her	93:94	Mar ##lene De ##ahl Merrill ,	52:58	FALSE	Brown	58:59	TRUE	http://en.wikipedia.org/wiki/dummy
development-1894	[CLS] The Sunday Times writes : ` ` The show belongs to Ku ##rup ' s Reno , a cool wise ##c ##rack ##ing customer and a hot gospel singer : the evening builds to the e ##up ##hor ##ic release of her show stop ##per , ' ' B ##low , Gabriel B ##low ` ` . ' ' Susannah C ##lap ##p of The Guardian wrote : ` ` Ku ##rup , is the star - and a glorious ##ly varied one . She belts out her numbers ( she has all the biggest ) and so ##ars . [SEP]	She	85:86	Susannah C ##lap ##p	60:64	FALSE	Ku ##rup ,	71:74	TRUE	http://en.wikipedia.org/wiki/dummy
development-1895	[CLS] As children , the Roberts siblings attended Jefferson School in Minneapolis . While attending Jefferson School , Roberts made a life long friendship with Jane ` ` Jen ##nie ' ' Lyon Cleveland as well as Joseph and Susan King ##man . The friendship with Joseph and Susan King ##man was beneficial for Roberts later in life when she needed funding for the Hand ##ic ##raft Guild . [SEP]	she	59:60	Susan King ##man	48:51	FALSE	Roberts	54:55	TRUE	http://en.wikipedia.org/wiki/dummy
development-1896	[CLS] Olga Pre ##ob ##raj ##ens ##kaya costume ##d for act III as the Goddess Venus . The Sc * ne dans ##ante : Le co ##quet ##ter ##ie de ##vant le mi ##roi ##r from act II / scene 1 . Picture ##d , from left to right , is Pier ##ina Le ##gna ##ni as Y ##saur ##e de Reno ##ual ##le ( with back turned ) , Claudia Ku ##liche ##v ##skaya as her friend , Sergei Le ##gat as Arthur , and Olga Pre ##ob ##raj ##ens ##kaya as Anne de Reno ##ual ##le . [SEP]	her	76:77	Pier ##ina Le ##gna ##ni	51:56	TRUE	Claudia Ku ##liche ##v ##skaya	70:75	FALSE	http://en.wikipedia.org/wiki/dummy
development-1897	[CLS] The head of the Ukrainian trainers ' council admitted there were no partners for her in the country who could compete at a high level , and on 14 May 2010 , it was reported that Ukraine would not interfere with her decision to compete for Russia . Russian coach Lu ##d ##mi ##la V ##eli ##kova confirmed that Russia had attempted years earlier to persuade Vol ##oso ##z ##har to skate under its colors , however , the Ukrainian skating federation believed she would be successful with Stan ##islav Mo ##ro ##zo ##v . [SEP]	she	84:85	Lu ##d ##mi ##la V ##eli ##kova	51:58	FALSE	Vol ##oso ##z ##har	67:71	TRUE	http://en.wikipedia.org/wiki/dummy
development-1898	[CLS] Su ##mit ##ra Ban ##sal ( Me ##era ' s mother ) Ka ##lya ##ni T ##hak ##kar . . . Sa ##av ##ri Tai ( match ##maker who brings Me ##era & Ad ##ity ##a together ) . . . Sam ##bha ##v ( Ke ##dar ##nath ' s friend ' s son who works in Ad ##ity ##a ' s office and troubles A ##vina ##sh after be ##friend ##ing with A ##vina ##sh ) S ##h ##we ##ta G ##aut ##am . . . S ##hak ##unta ##la Ma ##asi ( Gee ##tan ##ja ##li ' s sister , who is mentally unstable due to her husband ' s torture who leaves her for someone else ) Su ##she ##el Hindu ##ja . . . [SEP]	her	109:110	S ##hak ##unta ##la Ma ##asi	88:94	TRUE	Gee ##tan ##ja ##li '	95:100	FALSE	http://en.wikipedia.org/wiki/dummy
development-1899	[CLS] Joan throws Madison and Nan out of her house , but Madison angrily lights the curtains on fire with her mind as she does , displaying a previously unknown P ##yr ##oki ##nes ##is . Del ##phine La ##L ##au ##rie ( Kathy Bates ) continues to struggle to adapt to modern life . She is told by Fiona that she will assume the role of the maid in order to blend in . When she gets into an alter ##cation with Queen ##ie , Fiona makes her act as Queen ##ie ' s personal slave as a punishment for her racist behavior . [SEP]	she	76:77	Queen ##ie ,	83:86	FALSE	Fiona	86:87	TRUE	http://en.wikipedia.org/wiki/dummy
development-1900	[CLS] Kim ##berley Santos won the 1980 Miss World contest ( representing Guam ) after Germany ' s Gabriel ##la B ##rum resigned the day after her victory . [SEP]	her	26:27	Kim ##berley Santos	1:4	FALSE	Gabriel ##la B ##rum	18:22	TRUE	http://en.wikipedia.org/wiki/dummy
development-1901	[CLS] According to her mother , Ta ##ty ##ana Vlad ##imo ##v ##na , De ##m ##kin ##a was a fast learn ##er , but was otherwise a normal child until she was ten years old , at which time her ability began to manifest itself . [SEP]	her	3:4	Ta ##ty ##ana Vlad ##imo ##v ##na ,	6:14	FALSE	De ##m ##kin ##a	14:18	TRUE	http://en.wikipedia.org/wiki/dummy
development-1902	[CLS] According to her mother , Ta ##ty ##ana Vlad ##imo ##v ##na , De ##m ##kin ##a was a fast learn ##er , but was otherwise a normal child until she was ten years old , at which time her ability began to manifest itself . [SEP]	she	31:32	Ta ##ty ##ana Vlad ##imo ##v ##na ,	6:14	FALSE	De ##m ##kin ##a	14:18	TRUE	http://en.wikipedia.org/wiki/dummy
development-1903	[CLS] William A . Tudor ( born 1964 ) and ex - wife Mon ##ique of Pine ##ville ; and Geoffrey T ##re ##ver Tudor ( born ca . 1966 ) of Austin , Texas . He is also survived by three step ##child ##ren , Michelle H . Jennings and husband Nathan of Fort Hood near Kill ##een , Texas , Justin Michael Hat ##horn and wife Ali of Monroe , and Holly Hat ##horn and her fi ##an ##c * , Brandon Malone , of Pine ##ville . [SEP]	her	77:78	Michelle H . Jennings	46:50	FALSE	Holly Hat ##horn	73:76	TRUE	http://en.wikipedia.org/wiki/dummy
development-1904	[CLS] The album ' s front cover features artwork by Glasgow writer and artist Al ##as ##dai ##r Gray . Guitar ##ist Chris Con ##nick notes that : Our friend So ##rch ##a Dallas ( and wife - to - be of Robert Johnson from Life Without Buildings , who played on our album ) is an art dealer and gallery owner based in Glasgow . She helped put us in touch with Al ##as ##dai ##r regards the cover art . Being a huge fan of Al ##as ##dai ##r ' s writing and in particular books such as Lana ##rk and 1982 , Jan ##ine , I was really excited and a bit scared when the sitting ##s for the portrait came around . [SEP]	She	66:67	So ##rch ##a Dallas	30:34	TRUE	Jan ##ine ,	105:108	FALSE	http://en.wikipedia.org/wiki/dummy
